role,title,company,location,stipend,duration,skills_required,description,ppo,source
python,Product QA & Operations,DMRocket,Work from home,"₹ 4,000 - 5,000 /month",3 Months,"Python, Software Testing, Manual Testing, PostgreSQL, React, REST API, Quality Assurance/Quality Control (QA/QC)","1. Rigorously test Python/Fast API backend updates, database migrations (PostgreSQL/Supabase), and UI components (React/Next.js) in the staging environment before production deployments.
2. Perform daily manual testing of critical user funnels, specifically ensuring the direct login flow and enterprise checkout process are completely frictionless.
3. Test and troubleshoot REST API endpoints using tools like Postman to ensure seamless data flow between the FastAPI backend and the Next.js frontend. Triage user-reported issues, document reproducible bugs for the founder, and review automated DM chat logs to identify gaps in AI responses.",No PPO Mentioned,Internshala
python,Full Stack Development,OMNIDYA TECH LLP,Ahmedabad,"₹ 10,000 - 15,000 /month",6 Months,"PHP, MySQL, CSS, JavaScript, Python, MongoDB, Git","1. Build responsive web applications using React/Next.js and develop scalable backend APIs using Node.js or Python (FastAPI).
2. Work with PostgreSQL databases, REST APIs, AWS services, Docker, and Git while implementing secure and efficient backend solutions.
3. Collaborate with AI, backend, and product teams to develop real-time dashboards, device management portals, and production-ready features.",No PPO Mentioned,Internshala
python,Full Stack Development,Rugas Technologies Private Limited,Bangalore,"₹ 16,000 - 20,000 /month",3 Months,"HTML, CSS, JavaScript, Python, Linux, MongoDB, Node.js","1. Work on supporting the team in developing specific web and Mobile applications.
2. Work on the full stack of a web application from the front end to the database layer
3. Support the integration of software in the target environment
4. Assist in solving some critical and exciting problems in the domain",Job offer upto ₹ 5LPA post internship,Internshala
python,Full Stack Development,Idea Usher,Work from home,"₹ 10,000 - 12,000 /month",6 Months,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB","1. Collaborate with the development team to design and develop user-friendly web applications using ReactJS, Node.js, and Angular.js
2. Create and implement efficient back-end solutions using Python, MySQL, MongoDB, and PHP to ensure seamless integration with front-end applications
3. Write clean and maintainable code while adhering to best coding practices and industry standards
4. Conduct thorough testing and debugging to identify and resolve any issues or bugs in the application
5. Assist in the deployment and maintenance of web applications on various hosting platforms
6. Stay updated with the latest trends and advancements in web development technologies to suggest innovative solutions
7. Collaborate with cross-functional teams to effectively contribute to the overall development process and deliver exceptional results",No PPO Mentioned,Internshala
python,Developer Of Automation Tools,Jaishil Sulphur And Chemical Industries,Mumbai,"₹ 3,000 - 5,000 /month",2 Months,"Python, JSON","1. Collaborating with our team to develop and implement automation tools using Python and JSON.
2. Analyzing and troubleshooting existing automation processes to enhance efficiency and effectiveness.
3. Writing clean, maintainable code to support automation initiatives across various departments.
4. Testing and debugging automation scripts to ensure optimal performance and reliability.
5. Assisting in the design and implementation of new automation solutions to streamline workflows.
6. Providing support and training to end-users on utilizing automation tools effectively.
7. Staying current on industry trends and best practices in automation development to contribute innovative ideas to the team.",No PPO Mentioned,Internshala
python,Full Stack Development,"Hitanshu Sethi (Sydney, Australia)",Work from home,"₹ 35,000 /month",3 Months,"Python, MongoDB, React, Bubble.io","Are you a skilled Full Stack Development intern with expertise in Python, React, and MongoDB? Hitanshu Sethi's company is looking for a talented individual like you to join our team! As an intern, you will have the opportunity to work on exciting projects and gain valuable hands-on experience in a fast-paced environment. 



1. Develop and maintain web applications using Python and React
2. Design and implement database solutions using MongoDB
3. Collaborate with team members to troubleshoot and resolve technical issues
4. Write clean, efficient, and scalable code
5. Stay updated on the latest technologies and trends in web development
6. Assist in testing and debugging applications
7. Contribute to the overall success of the development team 

If you are passionate about Full Stack Development and eager to learn and grow, apply now to be a part of our dynamic team!",No PPO Mentioned,Internshala
python,Full Stack Development,Tensorblue,Work from home,"₹ 10,000 - 15,000 /month",6 Months,"JavaScript, Python, MongoDB, Node.js, React, Swift, React Native","1. Develop Backend and Webapps. End to End responsibilties. Perfect for students looking to learn fast. 
2. Mobile App Development using React Native and fulling native Libraries.
3. Desktop App development using Electron.",No PPO Mentioned,Internshala
python,Electronics Engineering,Nexaora,Work from home,"₹ 26,000 - 28,000 /month",6 Months,"Python, ARM Microcontroller, Raspberry Pi, Embedded Systems, Arduino, Circuit Design, C Programming","As an electronics engineering intern at After Passout Private Limited, you will have the opportunity to work on cutting-edge projects in the field of IoT and embedded systems. With your expertise in Python, ARM microcontroller, Raspberry Pi, Arduino, circuit design, C programming, PCB design, C++ programming, and IoT, you will play a crucial role in developing innovative solutions for our clients. 



1. Collaborate with the team to design and implement electronics systems using various hardware and software tools.
2. Develop and test code for embedded systems, ensuring reliability and efficiency.
3. Contribute to PCB design and manufacturing processes for prototype development.
4. Assist in troubleshooting and debugging issues in hardware and software components.
5. Research emerging technologies and trends in the electronics industry to propose new ideas for projects.
6. Participate in team meetings and communicate progress on assigned tasks.
7. Take ownership of assigned projects and deliver high-quality results within specified deadlines. 

If you are passionate about electronics engineering and eager to gain hands-on experience in a dynamic work environment, this internship is the perfect opportunity for you to grow and thrive. Join us at After Passout and make a meaningful impact with your skills and knowledge.",Job offer upto ₹ 8LPA post internship,Internshala
python,Quantum Computing Research,Raivata Bionex Private Limited,Work from home,"₹ 2,001 - 3,000 /month",6 Months,"Python, Statistics, Research and Analytics, Linear Algebra, Probability","Are you passionate about quantum computing and eager to gain hands-on experience in a cutting-edge research environment? Look no further! Join Raivata Bionex Private Limited as a quantum computing research intern and take your skills to the next level. Prefer students from great college and CGPA



1. Work alongside our team of experts to develop and implement quantum algorithms using Python.
2. Utilize your knowledge of linear algebra to analyze and optimize quantum circuits.
3. Apply principles of probability and statistics to evaluate the performance of quantum computing systems.
4. Collaborate with peers to conduct experiments and collect data for analysis.
5. Assist in the design and execution of research projects aimed at advancing quantum computing technology.
6. Present findings to the team and contribute to the development of research publications.
7. Stay updated on the latest advancements in the field of quantum computing and contribute innovative ideas to our projects. 

If you are a motivated individual with a strong foundation in Python, linear algebra, probability, and statistics, we want to hear from you. Don't miss this exciting opportunity to make an impact in the world of quantum computing with Raivata Bionex Private Limited. Apply now!",No PPO Mentioned,Internshala
python,Electronic & Communication Engineering Associate,Megaminds IT Services,Work from home,"₹ 2,000 - 8,000 /month",6 Months,"MATLAB, Python, Raspberry Pi, Arduino, Simulink, C++ Programming, Internet of Things (IoT)","1. Work with microcontrollers like Arduino, STM32, ESP32, Raspberry Pi
2. Develop embedded software using C/C++ or Python
3. Design and implement IoT-based systems
4. Interface sensors, actuators, and communication modules
5. Debug hardware and software issues in real-time systems
6. Assist in PCB design and circuit development (optional but preferred)
7. Work on RF communication and wireless systems (HFSS, ADS, QUCS)
8. Collaborate on simulation tools like MATLAB/Simulink",No PPO Mentioned,Internshala
python,Python Development (Night Shift | WFH),SaaSBanana Technologies,Work from home,"₹ 8,000 - 10,000 /month",6 Months,"Python, SQL, Flask","We are looking for a highly motivated 'Python Development Intern' who will work on live production projects, provide night-time technical support, and actively contribute to feature development and bug fixes. 

 

1. Developing, debugging, and enhancing Python-based microservices
2. Working with frameworks such as Django and Flask
3. Providing night shift support for live/production projects (issue monitoring, bug fixes, log analysis)
4. Working with PostgreSQL databases for data storage and optimization
5. Building, testing, and maintaining REST APIs
6. Supporting existing applications and fixing real-time production issues
7. Collaborating with the core development team remotely",Job offer upto ₹ 4LPA post internship,Internshala
python,Full Stack Development,"MagiqueGift (Vancouver, Canada)",Work from home,"₹ 10,000 - 15,000 /month",1 Month,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB","1. Assisted in developing and maintaining responsive web applications using frontend and backend technologies.
2. Built and integrated RESTful APIs to enable seamless communication between the frontend and backend.
3. Worked with databases to create, update, and retrieve data while ensuring data integrity and efficiency
4. Participated in code reviews, version control using Git, and Agile team meetings to support software development projects.",No PPO Mentioned,Internshala
python,Software Development,OBLYTECH INDIA PRIVATE LIMITED,Work from home,"₹ 10,000 /month",6 Months,"MySQL, HTML, Python, Artificial Intelligence Markup Language (AIML)","Are you a tech-savvy individual with a passion for software development? Look no further!  is seeking a talented Software Development intern to join our dynamic team. If you have a strong knowledge of Python, HTML, MySQL, and Artificial Intelligence Markup Language (AIML), we want to hear from you!

Key Responsibilities:
1. Collaborate with our experienced developers to design and implement new software features
2. Write clean, efficient, and well-documented code to enhance our existing applications
3. Assist in troubleshooting and debugging software issues to ensure smooth functionality
4. Conduct research on emerging technologies and trends in the software development industry
5. Participate in code reviews and offer constructive feedback to improve code quality
6. Develop and maintain databases to support our software applications
7. Contribute to the development of AI-driven solutions to enhance user experience

If you are a proactive problem-solver with a strong work ethic and a desire to learn and grow in a fast-paced environment, apply now to kickstart your career in software development with OBLYTECH!",No PPO Mentioned,Internshala
python,Software Development,APEX I SOFT TECHNOLOGIES PRIVATE LIMITED,Bangalore,"₹ 15,000 - 25,000 /month",3 Months,"Java, MySQL, HTML, CSS, JavaScript, Python, .NET","Are you a dynamic Software Development intern with a passion for Java, MySQL, Node.js, HTML, CSS, JavaScript, Python, .NET, C++ Programming, and React? Join our team at APEX I SOFT TECHNOLOGIES PRIVATE LIMITED and gain hands-on experience in cutting-edge technologies. 

Key Responsibilities:

1. Collaborate with senior developers to design, develop, and test software solutions.
2. Write clean, efficient, and maintainable code in various programming languages.
3. Assist in troubleshooting and debugging software applications.
4. Participate in code reviews and provide constructive feedback.
5. Research and implement new technologies to enhance product functionality.
6. Work on projects from concept to completion, contributing innovative ideas along the way.
7. Support the team in meeting project deadlines and delivering high-quality software products.

If you are eager to learn, collaborate with talented professionals, and make a real impact in the tech industry, apply now for this exciting opportunity!",Job offer upto ₹ 6LPA post internship,Internshala
python,Quality Analyst,Signzy,Bangalore,"₹ 20,000 - 25,000 /month",3 Months,"Python, Node.js, Postman, APIs","1. Read all the documents and understand what needs to be tested.
2. Decide how it is to be tested based on the information procured in the above step.
3. Develop test cases and test scenarios.
4. Execute all the test cases and report defects.
5. Carry out regression testing whenever changes are made to the code to fix defects.
6. Analyze the test results and then submit their observations.",No PPO Mentioned,Internshala
python,Full Stack Development,Seed Studio LLP,"Lucknow, Bangalore","₹ 8,000 - 10,000 /month","₹ 8,000 - 10,000 /month","PHP, MySQL, HTML, CSS, JavaScript, Python, AngularJS","As a Web Development Intern, you will build modern, high-performing websites and web applications that deliver exceptional user experiences. You will collaborate with designers and developers to transform creative concepts into responsive, scalable digital platforms while gaining hands-on experience working on real client projects across various industries.



1. Develop, design, and maintain modern websites and web applications.
2. Build responsive, scalable, and user-friendly digital platforms.
3. Monitor, maintain, and update client websites to ensure optimal performance.
4. Optimize website speed, performance, responsiveness, and scalability.
5. Convert UI/UX wireframes into clean, efficient, and maintainable code.
6. Collaborate with the Creative Director and design team to bring creative concepts to life.
7. Integrate front-end interfaces with back-end systems and APIs.
8. Implement SEO best practices, manage website updates, and perform regular maintenance.
9. Test websites across devices and browsers to ensure seamless functionality and user experience.",No PPO Mentioned,Internshala
python,E-Commerce Operations,MHLondon,Noida,"₹ 15,000 - 18,000 /month",4 Months,"MS-Office, Python, Advanced Excel, English Proficiency (Spoken), English Proficiency (Written), Power BI","MH London is hiring for the role of E-Commerce Operations Analyst Intern.



1. Assist in order processing & fulfillment to ensure timely delivery to customers.
2. Work on tracking and reporting sales to monitor order volumes and revenue.
3. Maintain inventory, order, in-production, and in-transit reports to keep track of order status.
4. Work on catalog management and listing to ensure products are properly displayed on the website.
5. Execute short and long-term fulfillment of operational strategies to optimize order processing efficiency.
6. Fulfill daily operational priorities to maximize the customer experience during the order fulfillment process.
7. Manage communication with the operations team for various portals to ensure smooth order processing.
8. Assist in the complete life cycle of the product from product design to final customer delivery, including processing returns.

Note: The role consists about 70% operational work and 30% of data analysis.",Job offer upto ₹ 4.2LPA post internship,Internshala
python,Python/Django & React Engineering,The Agency Source,"Delhi, South","₹ 10,000 /month",6 Months,"MySQL, Python, Django, React, Flask, Elasticsearch","1. Re-architect our Python codebase
2. Optimize queries and code
3. Work on becoming as skilled as a senior software architect
4. Work directly under senior developers and get trained on production level code
5. Interact with production servers",Job offer upto ₹ 4LPA post internship,Internshala
python,Web And App Developer,RRR,Work from home,"₹ 4,000 - 6,500 /month",2 Months,"Java, JavaScript, Python, Node.js, JSON, Frontend development, Flutter","Are you a tech-savvy individual with a passion for Web and App development? Look no further! Join our team at RRR as a Web and App developer intern.



1. Collaborate with the development team to create user-friendly interfaces
2. Utilize your knowledge of Frontend and Backend development to design and implement innovative solutions
3. Work with technologies such as Node.js, Python, Java, Flutter, React Native, REST API, JSON, and JavaScript to enhance user experience.
4. Assist in the optimization of websites and applications for speed and efficiency
5. Stay up-to-date on the latest trends and advancements in Web and App development
6. Take on additional tasks and projects as assigned by the team lead

If you are eager to learn, collaborate with a dynamic team, and gain hands-on experience in a fast-paced environment, apply now to become our next Web and App developer intern!",No PPO Mentioned,Internshala
python,Full Stack Development,Hinisys Software,"Chennai, Tamil Nadu","₹ 6,000 - 8,000 /month",1 Month,"MySQL, CSS, Python, MongoDB","Are you a tech-savvy individual with a passion for Full Stack Development? Hinisys Software is seeking a talented intern to join our dynamic team. As a Full Stack Development intern, you will have the opportunity to work with cutting-edge technologies such as MySQL, CSS, Python, and MongoDB. 

Key Responsibilities:
1. Participate in the design and development of web applications using MySQL, CSS, Python, and MongoDB.
2. Collaborate with team members to brainstorm and implement innovative solutions.
3. Debug and troubleshoot issues to ensure optimal performance of applications.
4. Assist in the implementation of new features and functionality.
5. Conduct research to stay up-to-date with the latest trends and technologies in Full Stack Development.
6. Take ownership of assigned projects and deliver high-quality results within established timelines.
7. Communicate effectively with team members and contribute to a positive work environment.

Join us at Hinisys Software and gain valuable hands-on experience in Full Stack Development. Don't miss out on this exciting opportunity to kickstart your career in the tech industry!",No PPO Mentioned,Internshala
python,Automation Testing,InstaWeb Labs Private Limited,Mumbai,"₹ 10,000 - 15,000 /month",6 Months,"JavaScript, Python, Selenium, Software Testing, Appium","1. Write and execute manual test cases based on product requirements
2. Perform functional, UI, regression, and cross-browser testing
3. Create and run basic automation scripts using Selenium
4. Identify and report bugs clearly using tools like JIRA
5. Collaborate with developers to reproduce and resolve issues
6. Maintain test reports and documentation throughout the test cycle
7. Ensure product quality with a sharp eye for detail and consistent testing",No PPO Mentioned,Internshala
python,QA Testing,MeetStream AI,Work from home,"₹ 10,000 - 40,000 /month",6 Months,"Python, Selenium, Node.js, GitHub","Design, develop, and execute automated test scripts using Selenium and related frameworks
Perform manual testing including functional, regression, smoke, and exploratory testing
Analyze requirements and translate them into comprehensive test plans, test cases, and test scenarios
Collaborate closely with developers, product managers, and DevOps teams to ensure high-quality releases
Identify, document, track, and verify defects using defect tracking tools
Participate in CI/CD pipelines, ensuring automated tests are integrated and executed effectively
Write, review, and validate unit tests in collaboration with developers
Ensure adherence to QA best practices, standards, and processes
Conduct API, database, and cross-browser testing as needed
Continuously improve test automation frameworks and testing strategies",No PPO Mentioned,Internshala
python,Backend Development,Institute Of Digital Risk,Work from home,"₹ 15,000 - 20,000 /month",2 Months,"Cloud Computing, Python, Node.js, PostgreSQL, Docker, REST API, Flask","As a Backend Development intern at Institute Of Digital Risk, you will work on design, build, secure, and support a production-ready web application. The role combines backend development, cloud deployment, database management, and application security. The ideal candidate should be comfortable working on APIs, infrastructure, secrets management, monitoring, and scalability.

Key responsibilities
1. Design and maintain backend APIs, database connections, and production-ready application workflows.
2. Deploy and manage frontend, backend, and database services on cloud platforms.
3. Implement secure configuration handling, secret management, authentication, and access control.
4. Improve performance, reliability, caching, error handling, and scaling readiness.
5. Set up monitoring, logging, backups, and recovery practices.
6. Work with Docker, environment variables, CI/CD, and deployment automation.
7. Review and strengthen application and infrastructure security where needed.
8. Design and improve the backend for scalability, performance, and high availability and optimize APIs, database queries, and caching for higher traffic.
9. Plan and support scaling strategies as user load grows.",No PPO Mentioned,Internshala
python,Full Stack Development,Plexmato,Work from home,"₹ 25,000 - 30,000 /month",4 Months,"PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB","Are you a talented Full Stack Development intern with a passion for creating innovative web solutions? Join our team at Plexmato and gain hands-on experience working with cutting-edge technologies such as PHP, MySQL, HTML, CSS, JavaScript, Python, MongoDB, AngularJS, Node.js, React, and Bubble.io. 

Key Responsibilities:
1. Collaborate with our development team to design and implement new features for our web applications
2. Write clean, efficient, and maintainable code to enhance the user experience
3. Troubleshoot and debug issues to ensure seamless functionality of our platforms
4. Conduct thorough testing to identify and fix any bugs or performance issues
5. Stay up-to-date with the latest industry trends and technologies to continuously improve our products
6. Assist in optimizing website performance and security to provide a secure and efficient user experience
7. Contribute to the overall success of our projects by actively participating in team meetings and sharing ideas for improvement. 

If you are a motivated and enthusiastic individual seeking to expand your skills in a dynamic work environment, apply now and take your career to the next level with Plexmato!",Job offer upto ₹ 9LPA post internship,Internshala
python,Backend Development,Rivyou,Bangalore,"₹ 15,000 - 20,000 /month",6 Months,"Python, MongoDB, Django, REST API","Are you a passionate Backend Development intern with skills in Django, REST API, Python, and MongoDB? Join our team at Rivyou and work on cutting-edge projects that will challenge and enhance your skills! As a member of our team, you will have the opportunity to work on exciting projects, collaborate with experienced developers, and contribute to the success of our platform.



1. Develop and maintain backend services using Django and Python
2. Design and implement REST APIs for seamless communication between frontend and backend systems
3. Collaborate with the frontend team to ensure smooth integration of features
4. Optimize database queries and performance using MongoDB
5. Troubleshoot and debug issues to ensure smooth operation of the platform
6. Stay up-to-date with the latest technologies and best practices in backend development
7. Design and manage a hybrid data layer across PostgreSQL/MySQL and MongoDB, balancing structured and unstructured review data.
8. Work on user authentication, review storage, and personalized feed generation.
9. Build async processing pipelines with Celery for tasks like notifications, scraping, and content checks.
10. Integrate AI/LLM-powered features: Review sentiment analysis, AI-generated review summaries, fake/spam review detection, and smart feed ranking.
11. Contribute to the overall architecture and design of the platform to ensure scalability and efficiency.

If you are a motivated and eager learner looking to kickstart your career in backend development, apply now and join our dynamic team at Rivyou!",Job offer upto ₹ 8LPA post internship,Internshala
python,Software Development,Kamal Talwar,Kurukshetra,Unpaid,6 Months,"MySQL, HTML, CSS, JavaScript, Python, Node.js, React","Location: On-Site / Office-Based Training
Free Assessment: Yes — no charges to apply or get assessed
Program Type: Skill-Based Dual Track Development Program
Freshers, Beginners, and Career Switchers — Strongly Encouraged To Apply

Are you a fresher or beginner who wants to break into the tech industry but does not know where to start? CYBER SOLVINGS is not just another online course. We are a complete developer growth system where you learn real skills, build a real portfolio, and get connected to real job opportunities. We do not just give you a certificate. We give you a career path.



1. Actively participate in assigned projects and development tasks
2. Completing technical evaluations and weekly milestones
3. Collaborating with mentors and team members regularly
4. Building and submitting real projects for your portfolio
5. Attending mentorship sessions and implement feedback
6. Communicating progress and challenges clearly with your mentor

Selection Process:

1. Apply on this platform
2. Profile screening by our team
3. Free skill assessment — no charges
4. Discussion round with your assigned mentor
5. Track allocation and program onboarding

By the end of this program you will have:

1. A complete GitHub portfolio with real projects
2. Hands-on experience in Web Development, Software Development, or AI
3. Industry-relevant technical skills that companies actually look for
4. A certificate of completion from CYBERSOLVINGS
5. A mentor who knows your work and can vouch for you",No PPO Mentioned,Internshala
python,Full Stack Development,LivNSense,Bangalore,"₹ 10,000 - 15,000 /month",6 Months,"MySQL, HTML, CSS, JavaScript, Python, Bootstrap, MongoDB","As a Full Stack Development intern at LivNSense, you will have the opportunity to work with a dynamic team of professionals in a fast-paced and innovative environment. You will utilize your expertise in MySQL, HTML, CSS, JavaScript, Python, React, Figma, Adobe XD, Google SketchUp, AngularJS, Color Theory, Typography, Responsive Design, UI & UX Design, PostgreSQL, Postman, Wireframing, and Bootstrap to contribute to the development of cutting-edge solutions. 



1. Collaborate with team members to design and develop user-friendly interfaces using your knowledge of UI & UX design principles.
2. Implement efficient and secure database solutions utilizing MySQL and PostgreSQL.
3. Conduct usability testing and gather feedback to enhance the overall user experience.
4. Create wireframes and prototypes using Figma, Adobe XD, and Google SketchUp to visualize project concepts.
5. Develop responsive websites and applications using HTML, CSS, JavaScript, and AngularJS.
6. Communicate effectively with team members and stakeholders to ensure project goals are met.
7. Stay up-to-date on industry trends and technologies to continuously improve your skills and contribute to the success of LivNSense.",No PPO Mentioned,Internshala
python,Mobile App Development,Humanity Founders,Work from home,"₹ 3,000 - 5,000 /month",6 Months,"Python, MongoDB, Node.js, PostgreSQL, Problem Solving, UI & UX Design, Express.js","As a react native engineer (iOS) intern at Humanity Founders, you will have the exciting opportunity to work on cutting-edge projects that make a positive impact on society. We are looking for a talented individual who is proficient in iOS development, as well as knowledgeable in Android, Firebase, Express.js, Flutter, MongoDB, NestJS, Node.js, PostgreSQL, Problem Solving, Python, React Native, Redis, Redux, REST API, Socket.IO, UI & UX Design, UX Research, and Figma. 



1. Collaborate with the development team to design and implement innovative mobile applications using React Native.
2. Assist in debugging and troubleshooting issues to ensure seamless user experience on iOS devices.
3. Conduct research and analysis to improve UI/UX design and enhance user engagement.
4. Utilize Firebase and other backend technologies to optimize app performance.
5. Work on REST API integration and real-time communication using Socket.IO.
6. Participate in code reviews and contribute to the overall improvement of the development process.
7. Identify and solve technical challenges to deliver high-quality solutions that align with company goals. 

Join us in making a difference by revolutionizing the way technology serves humanity!",Job offer upto ₹ 4LPA post internship,Internshala
python,Software Development,Planys Technologies Private Limited,Chennai,"₹ 12,500 - 15,000 /month",6 Months,"Python, Linux, Data Structures, C Programming, C++ Programming","1. Design, modify and maintain various components of our system software framework
2. Support in research and development initiatives
3. Conceptualize and implement features using robust software engineering principles
4. Write software to use/control/tweak embedded hardware platforms e.g. cameras, embedded microcontrollers, input devices, wireless devices, analog/digital signal generating devices
5. Develop module specific system test-suite to ensure quality of deliverables
6. Conduct extensive testing of the ROV in controlled and real-world situations
7. Fix the issues observed during field trials and document those for future reference
8. Communicate and coordinate with various stakeholders while ensuring adoption of latest frameworks and tools within our software ecosystem",No PPO Mentioned,Internshala
python,Product Development,Anam Dhila,Work from home,"₹ 15,001 - 35,000 /month",2 Months,"JavaScript, Python, SQL, GitHub, React, APIs, Claude","1. Migrate the current single-file HTML/JavaScript app into a clean, structured codebase (React preferred).
2. Set up and manage Supabase for user authentication, profile storage, and progress sync across devices.
3. Integrate the Anthropic Claude API end-to-end so AI coaching, talkback analysis, and feedback features work reliably for all users.
4. Build a lightweight content management layer so lessons, quizzes, and videos can be updated without touching code.
5. Fix bugs identified during user testing and implement new features based on founder direction.
6. Implement basic analytics to track user engagement, drop-off points, and feature usage.
7. Help scope and lay groundwork for a mobile app version.
8. Write clean, documented code so the project can be handed over or scaled later.",No PPO Mentioned,Internshala
python,Full Stack Development,Techvolt Software Private Limited,"Coimbatore, Erode, Tirunelveli, Nagercoil, Dindigul, Pollachi, Tiruchengode, Kanyakumari, Thanjavur, Namakkal, Theni, Tiruppur, Salem, Tiruchipalli","₹ 5,000 - 7,000 /month",2 Months,"Java, PHP, JavaScript, Python, JSP, MongoDB, Node.js","1. Who is capable in working on both front-end and back-end development
2. Developing CRM Based applications",No PPO Mentioned,Internshala
python,Python Developer (Serverless),Across The Globe (ATG),Work from home,"₹ 2,500 - 8,000 /month",6 Months,"Python, Django, MS SQL Server","1. Collaborate with the development team to design and implement serverless applications using Python
2. Optimize code for performance and scalability in serverless environments
3. Integrate third-party services and APIs to enhance functionality
4. Conduct code reviews and provide constructive feedback to team members
5. Troubleshoot and debug applications to ensure they meet quality standards
6. Stay up-to-date on the latest trends and best practices in serverless architecture
7. Assist in deploying and maintaining serverless applications in cloud environments

Don't miss this opportunity to kickstart your career in serverless development with ATG. Apply now and be a part of our dynamic team!",No PPO Mentioned,Internshala
python,Full Stack Development,GrowthGear,Gurgaon,"₹ 10,000 - 15,000 /month","₹ 10,000 - 15,000 /month","Python, Node.js, React","Role Overview

We are looking for a Full Stack Developer Intern who can work across both frontend and backend to help us build product features end-to-end.
Our frontend is built in React JS and our backend stack is primarily Python, including LangGraph-based AI workflows. This role is ideal for someone who enjoys building polished interfaces as well as working on APIs, backend logic, and AI-powered application flows.
You will get hands-on exposure to real product development in a fast-moving startup environment.


What You'll Work On

Build and improve frontend features using React JS
Develop backend APIs and application logic using Python
Assist in building and improving LangGraph / agent-based workflows
Integrate frontend with backend services and AI systems
Work on dashboards, chat interfaces, workflow builders, reporting interfaces, and data-driven product experiences
Debug issues across the stack and improve performance, stability, and usability
Collaborate on product ideas, implementation details, and architecture decisions
Write clean, maintainable, production-friendly code
Required Skills
Good hands-on experience with React JS
Good understanding of JavaScript, HTML, and CSS
Good working knowledge of Python
Understanding of APIs, JSON, client-server architecture, and async workflows
Basic understanding of databases and data handling
Strong problem-solving ability and willingness to learn fast
Ability to work in a startup-style environment with ownership",No PPO Mentioned,Internshala
python,Electrical & Electronics Engineering Research Associate,Megaminds IT Services,Work from home,"₹ 6,000 - 12,000 /month",6 Months,"MATLAB, Python, Simulink","We are looking for a highly motivated EEE research intern with a strong interest in academic research, technical writing, and algorithm development in electrical and electronics engineering domains. The intern will work closely with senior researchers on high-impact publications targeted at Scopus-indexed journals, SCI journals, and IEEE conferences.



A. Research & technical paper writing:
1. Conduct in-depth literature surveys in core EEE domains such as power systems, renewable energy, smart grids, IoT, control systems, embedded systems, VLSI, and signal processing.
2. Assist in writing high-quality research papers suitable for Scopus-indexed journals, SCI journals, and IEEE conferences.
3. Structure manuscripts according to standard academic formats (Abstract, introduction, methodology, results, conclusion, references).

B. Proofreading & technical editing:
1. Critically proofread research manuscripts for technical accuracy, clarity, coherence, and logical flow.
2. Ensure compliance with IEEE/Elsevier/Springer formatting and referencing standards.
3. Improve language quality to meet international journal publication requirements.

C. Algorithm & model development:
1. Design and develop mathematical models, algorithms, and system architectures for EEE research problems.
2. Work on simulation and modelling using MATLAB/Simulink, Python, PSCAD, or similar tools.
3. Support implementation of optimization techniques, control algorithms, and signal processing models for research validation.

D. Research evaluation & analysis:
1. Evaluate existing research papers to identify research gaps and methodological limitations.
2. Compare algorithms, models, and techniques used in recent EEE publications.
3. Assist in result analysis, performance comparison, and interpretation of experimental findings.

Domains of work:

1. Power systems & smart grids.
2. Renewable energy systems (Solar, wind, hybrid systems).
3. Electric vehicles & battery management systems.
4. Control systems & robotics.
5. Signal processing & communication systems.
6. Embedded systems & IoT applications.",No PPO Mentioned,Internshala
python,Software Development,Digital Heroes,Work from home,"₹ 15,000 - 20,000 /month",3 Months,"Java, Python, SQL, Git","\n\n1. Design, develop, and maintain software applications using Python, Java, and SQL\n2. Write clean, efficient, and well-tested code following software engineering best practices\n3. Collaborate with cross-functional teams to define and implement new features\n4. Participate in code reviews and contribute to improving development processes\n5. Debug, troubleshoot, and resolve software defects and performance issues\n6. Work with databases to design schemas, write queries, and optimize performance\n7. Use version control (Git) to manage codebase and collaborate with team members",No PPO Mentioned,Internshala
python,Full Stack Developer,Digital Heroes,Work from home,"₹ 15,000 - 20,000 /month",3 Months,"MySQL, HTML, CSS, JavaScript, Python, MongoDB, Node.js","1. Own the end-to-end development and lifecycle of full-stack web applications, delivering high-performance, production-ready solutions using React, Node.js, and Python.
2. Architect and build secure, scalable RESTful APIs with seamless MongoDB integration, enabling fast, reliable, and data-driven user experiences.
3. Design and develop pixel-perfect, responsive user interfaces using modern JavaScript frameworks, ensuring a smooth and consistent experience across all devices.
4. Engineer efficient server-side logic and optimized database queries to maintain speed, stability, and performance at scale.
5. Work collaboratively with product, design, and engineering teams to transform ideas into refined, high-quality features delivered on time.
6. Drive engineering excellence through rigorous code reviews, structured testing practices, and a strong focus on maintaining high development standards.
7. Manage cloud deployments, monitor system performance, and proactively troubleshoot production issues to ensure high availability and seamless user experiences.",No PPO Mentioned,Internshala
