role,title,company,location,stipend,duration,skills_required,description,ppo,source
python,information technology,she can foundation,Work from home,Unpaid,1 Month,"java, html, python, computer networking, web development, english proficiency (spoken)","are you a tech-savvy individual looking to make a difference in the world? she can foundation is seeking a passionate information technology intern with expertise in java and python to join our team! 

1. develop and maintain web applications using java and python.
2. assist in troubleshooting and resolving technical issues for our it systems.
3. collaborate with team members to design and implement innovative solutions.
4. conduct research on emerging technologies to improve our it infrastructure.
5. support the implementation of data security measures to protect sensitive information.
6. assist in the maintenance and optimization of our databases and servers.
7. participate in team meetings and provide input on it projects and initiatives.

if you are a self-motivated individual with a strong passion for technology and a desire to empower women through education, we want to hear from you! join us in making a difference with she can foundation. apply now!",Job offer post internship,Internshala
python,full stack development,career solutions,Chennai,"₹ 12,000 - 16,000 /month",1 Month,"mysql, html, css, javascript, python, mongodb, angularjs","1.front-end development: create interactive, responsive user interfaces using html, css, and modern frameworks (react, angular, vue).
back-end development: build server-side logic and applications using languages such as java, python, node.js, or php.
database management: design, develop, and manage relational (mysql, postgresql) or nosql (mongodb) databases.
api development: create and integrate secure, scalable restful apis and web services.
testing and debugging: test software for usability and performance, ensuring responsiveness and fixing bugs.
collaboration: work with ui/ux designers, product managers, and developers to implement features.
devops & deployment: deploy applications to cloud platforms (aws, azure) and manage ci/cd pipelines
2.
3.",No PPO Mentioned,Internshala
python,software development,myraid,Bangalore,"₹ 2,500 /month",3 Months,"cloud computing, python, linux, attention to detail, problem solving, teamwork, bash","assist in the deployment, monitoring, and maintenance of our software applications.
learn and apply best practices for continuous integration and continuous delivery (ci/cd).
support in automating routine tasks and developing scripts for infrastructure management.
participate in troubleshooting and resolving infrastructure and application issues.
collaborate with development and operations teams to improve system reliability and performance.
contribute to documenting dev-ops processes, configurations, and best practices.
explore and evaluate new technologies and tools to enhance our dev-ops capabilities",No PPO Mentioned,Internshala
python,backend development,nayepankh foundation,Work from home,Unpaid,1 Month,"java, php, mysql, html, python, mongodb, django","are you a backend development enthusiast looking to gain hands-on experience in the industry? join us at nayepankh foundation as a backend development intern and take your skills to the next level! as a part of our dynamic team, you will have the opportunity to work on exciting projects and collaborate with experienced developers. 

key responsibilities:

1. assist in developing backend systems using html
2. collaborate with the team to design and implement new features
3. debug and troubleshoot issues in existing code
4. optimize applications for maximum speed and scalability
5. conduct code reviews and provide constructive feedback
6. stay updated on industry trends and best practices
7. participate in team meetings and contribute ideas for improving processes

if you are passionate about backend development and eager to learn, this internship is perfect for you! apply now and kickstart your career with nayepankh foundation.",Job offer post internship,Internshala
python,backend development,she can foundation,Work from home,Unpaid,1 Month,"java, php, mysql, html, python, mongodb, django","we are looking for a talented backend development intern to join our team at she can foundation. if you have a passion for using your technical skills to make a positive impact in the world, then this is the perfect opportunity for you. in this role, you will have the chance to work with cutting-edge technologies such as java, django, php, mysql, html, python, mongodb, node.js, express.js, rest api, and bubble.io. 

key responsibilities:

1. develop and maintain backend systems to support our foundation's mission and programs.
2. collaborate with the frontend development team to ensure seamless integration of features and functionality.
3. implement security best practices to protect sensitive data and ensure compliance with regulations.
4. optimize performance and scalability of backend systems to handle increased traffic and user interactions.
5. conduct thorough testing and debugging of code to identify and fix issues in a timely manner.
6. stay up-to-date on industry trends and advancements in backend development to continuously improve our systems.
7. participate in team meetings and contribute innovative ideas to enhance our technology solutions. 

if you are ready to take on this exciting opportunity and contribute to a meaningful cause, then we want to hear from you. apply now and let's work together to empower women and girls around the world.",Job offer post internship,Internshala
python,manual testing/ios testing,across the globe (atg),Work from home,"₹ 2,500 - 8,000 /month",6 Months,"python, selenium, manual testing, test automation, usability testing","are you a tech-savvy individual with a passion for ui/ux and ios testing? join our dynamic team at across the globe (atg) as a ui/ux/ios testing intern! 



1. conduct manual testing of ui/ux designs and ios applications to identify bugs and issues
2. develop and implement test automation scripts using python and selenium to streamline testing processes
3. collaborate with the design and development teams to ensure usability testing meets user requirements
4. analyze test results and provide detailed reports to assist in the improvement of products
5. stay up-to-date on industry trends and best practices in ui/ux and ios testing
6. participate in team meetings and contribute innovative ideas to enhance testing strategies
7. assist in the creation of test plans and test cases to ensure comprehensive test coverage

if you are a detail-oriented individual with a strong technical background in testing and a desire to learn and grow in a global company, apply now for this exciting opportunity with atg!",No PPO Mentioned,Internshala
python,python development,tradexa technologies private limited,Pune,"₹ 15,000 - 17,100 /month",6 Months,"python, git, django, analytical thinking, web development, rest api, aws lambda","1.  write effective & scalable code.
2. develop back-end components to improve responsiveness and overall performance integrate user-facing elements into applications.
3. test and debug programs.
4. improve functionality of existing systems.
5. implement security and data protection solutions.
6. assess and prioritize feature requests.
7. coordinate with internal teams to understand user requirements and provide technical solutions.",No PPO Mentioned,Internshala
python,blockchain development,egyanam technologies private limited,Pune,"₹ 5,000 - 15,000 /month",6 Months,"java, python, react, blockchain, hyperledger","1.participate in design reviews as blockchain project team member
2. testing of developed code 
3.coding
4. front end application development using react.js",No PPO Mentioned,Internshala
python,campus ambassador,empathy ai,Work from home,Performance Based,2 Months,"social media marketing, python, digital marketing, english proficiency (spoken), english proficiency (written)","1. help organize session for mentorship and hackathons in ai
2. making people aware of ai risk and utility - group projects for ai
3. ai for social good and ethics in ai",No PPO Mentioned,Internshala
python,full stack developer,elicius energy private limited,Chennai,"₹ 12,500 /month",6 Months,"mysql, javascript, python, mongodb, react, rest api, fastapi","1. designing and developing scalable backend services using python and fastapi, including asynchronous apis, middleware, and dependency injection.
2. building and managing secure rest apis, websockets, and mqtt integrations with relational databases (mysql), implementing authentication mechanisms such as jwt and oauth2.
3. containerizing backend services using docker for consistent deployment and scalability.
4. developing a react.js frontend application to consume backend apis and display real-time sensor data and system alerts.
5. creating interactive dashboards featuring live data tables, alert history, and threshold breach indicators.
6. implementing responsive ui components, state management, authentication, and protected routes.
7. integrating real-time updates using websockets or polling mechanisms to ensure live data synchronization.",No PPO Mentioned,Internshala
python,systems engineering,wobot intelligence private limited,"Faridabad, Gurgaon, Greater Noida, Delhi, Noida","₹ 9,999 - 10,000 /month",6 Months,"python, linux, networking, shell scripting, docker","1. assist in deploying, configuring, and maintaining edge devices in different environments.
2. support the execution of benchmark tests for edge devices, including cpu, gpu, npu, memory, storage, and workload performance evaluations.
3. collect, analyze, and document benchmark results, helping to identify performance trends and device limitations.
4. assist in comparing different device configurations and contribute to benchmark reports and recommendations.
5. follow established test procedures and help create repeatable test checklists to ensure consistent results.
6. support routine system maintenance activities, including software updates, firmware upgrades, and security patching.
7. assist in troubleshooting hardware, software, and network-related issues affecting edge devices.
8. document configurations, test results, troubleshooting steps, and operational procedures.",Job offer upto ₹ 4LPA post internship,Internshala
python,e-commerce catalog management,"danse equipment company incorporation (beltsville, united states)",Work from home,"₹ 8,000 - 15,000 /month",6 Months,"javascript, python, search engine optimization (seo), image editing","1. identify and remove duplicate product listings across the shopify catalog using llm tools to flag redundant entries
2. rewrite product titles, descriptions, and meta fields using ai tools to improve seo performance and search rankings
3. submit and optimize product listings on google shopping — ensuring correct categories, attributes, and pricing
4. audit and set up url redirects for discontinued or renamed product pages to preserve seo equity
5. compress, rename, and add alt text to product images to improve page load speed and image search visibility
6. research target keywords for priority product categories and incorporate them into listing copy
7. monitor google search console weekly — flag pages with declining impressions or click-through rates
8. track catalog changes in a shared spreadsheet and document all optimizations with before/after comparisons
9. coordinate with the content team on new product page builds to ensure seo best practices are applied from the start
10. support the transition of manual catalog tasks toward agent-assisted workflows as automation is rolled out",No PPO Mentioned,Internshala
python,full stack development,compendious med works,Work from home,"₹ 15,000 - 35,000 /month",6 Months,"php, python, mongodb, mobile application development, react","build and maintain web applications and mobile apps
work on frontend + backend development (full-stack exposure)
use ai tools for coding, debugging, and rapid development
develop and integrate:
apis
databases
automation workflows
create and maintain basic ui/ux designs and layouts
assist in building:
qr-based systems
web dashboards
user-facing applications
participate in live working sessions (screen sharing) to demonstrate work and collaborate in real-time
debug, test, and optimize applications for performance
maintain clear documentation of work and progress",No PPO Mentioned,Internshala
python,qa automation,satvisolutions,Work from home,"₹ 15,000 - 20,000 /month",6 Months,"python, rest api, fastapi, apis, pytest, test automation","1. write automated test scripts using pytest and playwright for clapscore and dia applications
2. design and execute api test suites against fastapi endpoints - validating request/response schemas, status codes, and edge cases
3. automate regression pipelines and report bugs with clear reproduction steps, logs, and expected vs. actual results",No PPO Mentioned,Internshala
python,quantum safe migration & pqc solutions,avinyasq technologies,"Mumbai, Bangalore","₹ 10,000 - 12,000 /month","₹ 10,000 - 12,000 /month","java, python, computer networking, linux, c programming, network security, docker","we are focused on building solutions for quantum-safe migration. it includes a suite of products, tools, platforms, and frameworks across the migration life cycle. we are looking for a project intern with strong technical and programming skills to contribute to the product research and solution development activities of quantum safe migration solutions. 

this is an internship role for quantum safe migration solutions with post quantum cryptography. the intern will be responsible for assisting in the development and implementation of quantum-safe migration solutions. this internship is remote.

note: 

1. we are mainly looking for full-time internship candidates only, and the specified stipend is for full-time interns. 
2. we may consider exceptional candidates for a part-time internship with a different stipend. 
3. the internship may be extendable up to 6 months based on mutual discussions.
4. mostly remote work, but occasional in-person visits/meetings are needed.

 

1. develop proofs-of-concept (pocs)/prototypes, features, capabilities, or modules, and perform research for the solutions targeted for an effective quantum safe migration platform.
2. show definition, design, development, testing, and validation of the software.
3. support in client delivery of quantum safe migration solutions.",No PPO Mentioned,Internshala
python,java development,harshad enterprises,Bangalore,"₹ 15,000 - 25,000 /month",3 Months,"java, mysql, html, css, javascript, python, .net","are you a talented software development intern with expertise in java, mysql, html, css, javascript, python, .net, node.js, c++ programming, and react? harshad enterprises is looking for a dynamic individual to join our innovative team. as a software development intern, you will have the opportunity to work on cutting-edge projects and gain valuable hands-on experience in the tech industry.



1. assisting in the design and development of software applications using various programming languages.
2. collaborating with team members to troubleshoot and debug code.
3. conducting thorough testing to ensure the functionality and efficiency of software products.
4. participating in code reviews and providing constructive feedback.
5. researching and implementing new technologies to enhance software development processes.
6. documenting technical specifications and user guides for developed applications.
7. contributing to the overall success of projects by meeting deadlines and delivering high-quality work. 

if you are passionate about software development and eager to expand your skill set, apply now to join the harshad enterprises team!",Job offer upto ₹ 6LPA post internship,Internshala
python,coding content creator,hudi enterprise,Work from home,"₹ 7,000 /month",6 Months,"html, css, javascript, python, sql","are you a coding whiz with a passion for creating engaging content? join our team at hudi enterprise as a coding content creator intern! as an intern with us, you will have the opportunity to showcase your skills in python, javascript, html, css, and sql while creating exciting and informative content for our audience. 



1. develop and publish engaging coding tutorials and articles on our website and social media platforms.
2. create interactive coding challenges and quizzes to foster a learning community.
3. collaborate with our development team to create technical documentation and guides.
4. assist in managing and updating our code repositories and documentation.
5. stay up-to-date on industry trends and technologies to ensure our content remains relevant and informative.
6. engage with our audience through comments, forums, and virtual events to build a strong community.
7. work closely with our marketing team to promote our coding resources and drive engagement. 

if you're passionate about coding and love sharing your knowledge with others, we want to hear from you! apply now to join our dynamic team at hudi enterprise.",No PPO Mentioned,Internshala
python,automation testing,buoyant labs private limited,Bangalore,"₹ 5,000 - 10,000 /month",2 Months,"python, selenium, automation, test automation, test case design","1. design, develop, and maintain automated test scripts.
 2. automate regression, sanity, and api test cases.
 3. report defects with proper logs.
 4. monitor and improve automation execution performance.",No PPO Mentioned,Internshala
python,full stack development,yardstick,Bangalore,"₹ 5,000 - 45,000 /month",6 Months,"html, css, javascript, python, mongodb, node.js, react","1. integrate ai frameworks into full-stack projects in collaboration with ai experts
2. develop robust and scalable server-side logic, ensuring high performance and responsiveness
3. manage full-lifecycle software development, preparing applications for production environments
4. deploy and manage applications using cloud services like aws, including ec2, lambda, and dynamodb
5. engage in research to stay abreast of the latest ai techniques and models
6. write clean, maintainable code for ai applications
7. participate actively in team meetings and discussions
8. maintain documentation for research findings and code changes",No PPO Mentioned,Internshala
python,full stack development,prop pie - fractional ownership for real estate,Pune,"₹ 6,000 - 30,000 /month","₹ 6,000 - 30,000 /month","python, react, next.js","as a full stack development intern at proppie, you will have the opportunity to work on exciting projects using your expertise in ai, python, react, and next.js. you will be an integral part of our team, helping us revolutionize the real estate industry through fractional ownership and ai. 



1. collaborate with the development team to design and implement new features for our platform.
2. develop and maintain backend functionalities using python to ensure a seamless user experience.
3. utilize react and next.js to create responsive and intuitive front-end interfaces for our users.
4. conduct thorough testing and debugging to ensure the quality and reliability of our platform.
5. assist in optimizing code and improving performance to enhance the overall user experience.
6. stay up-to-date on the latest technologies and industry trends to contribute fresh ideas and perspectives.
7. participate in team meetings and contribute to brainstorming sessions to drive innovation within the company.

if you are passionate about ai and technology, eager to learn and grow in a dynamic startup environment, and possess strong skills in python, react, and next.js, we want you on our team at proppie. join us in reshaping the future of real estate through fractional ownership and ai!",Job offer upto ₹ 8LPA post internship,Internshala
python,full stack development,on demand experts,Bangalore,"₹ 20,000 - 35,000 /month",3 Months,"mysql, html, css, javascript, python, mongodb, node.js","1. work on client-facing frontend products like web chatbot sdk, whatsapp chatbot using html, css. javascript
2. own the dev ops on aws and leverage services like ec2, cloudfront, s3, etc
3. develop and maintain backend client admin portal in python, mysql
4. use llms and other ai models for company's product development",No PPO Mentioned,Internshala
python,video editing/making,mayur agarwal,Work from home,"₹ 12,000 /month",2 Months,"python, adobe photoshop, adobe illustrator, video making, json","build, debug, and optimize custom comfyui node workflows for image and video generation (animatediff, svd, wan, ltx, or similar).
integrate and fine-tune controlnet, ip-adapter, and lora models to maintain character/style consistency across shots.
automate batch generation using the comfyui api and json workflows so we can produce dozens of clips per day.
research and test new models, nodes, and techniques (flux, hunyuan, sora-style pipelines) and document what works.
light post-production: upscaling, frame interpolation (rife/film), and basic color/style cleanup in photoshop.",No PPO Mentioned,Internshala
analytics,market research,humanhire corp,Jaipur,"₹ 5,000 - 7,500 /month",6 Months,"market analysis, research and analytics, market research","as a market research intern, you will have the opportunity to explore the world of market intelligence, business research, and data-driven insights that support strategic decision-making.

conduct in-depth research on potential clients, competitors, and industry landscapes.
identify key decision-makers, stakeholders, and hiring leads using linkedin and other professional platforms.
analyze and interpret data to create meaningful business, client, and market insights.
maintain and update accurate company and prospect information in crm tools and internal databases.
support the business development and recruitment teams with research inputs for new partnerships and hiring mandates.
track market trends, upcoming projects, and business opportunities across targeted industries.",Job offer upto ₹ 3LPA post internship,Internshala
analytics,search engine optimization (seo),rightways packers and movers,Jaipur,"₹ 12,000 - 18,000 /month","₹ 12,000 - 18,000 /month","google analytics, google adwords, search engine optimization (seo)","1. optimize meta titles, descriptions, headers, and content structure for target keywords
2. design and implement an internal linking strategy that boosts topical authority
3. apply ai to optimize google ads campaigns — ad copy generation, bid strategy insights, audience analysis, and performance reporting
 4.improve page speed, core web vitals, and mobile usability
5. conduct keyword research and map content to search intent",No PPO Mentioned,Internshala
analytics,market research,qssglobal,Delhi,"₹ 13,000 - 18,000 /month",6 Months,"english proficiency (spoken), research and analytics, effective communication","are you a talented, motivated individual looking to gain hands-on experience in market research? qssglobal is seeking a market research intern to join our dynamic team. as a key member of our organization, you will have the opportunity to work on exciting projects and contribute to the growth of our company.

key responsibilities:
1. conduct market research to identify trends, opportunities, and potential threats in the industry.
2. analyze data and prepare reports to present findings to the team.
3. assist in developing research strategies and methodologies.
4. collaborate with various departments to gather information and insights.
5. utilize effective communication skills to convey complex information clearly.
6. demonstrate proficiency in spoken english to interact with team members and stakeholders.
7. utilize research and analytics tools to enhance decision-making processes.

if you are a proactive and detail-oriented individual with a passion for market research, we want to hear from you! join us at qssglobal and take the first step towards a successful career in the industry. apply now and be part of our innovative team.",Job offer upto ₹ 5LPA post internship,Internshala
analytics,market research,shailasia management  private limited,Greater Noida,"₹ 25,000 - 75,000 /month","₹ 25,000 - 75,000 /month","social media marketing, research and analytics","are you a savvy market research enthusiast with a knack for data analysis and social media marketing? munmun singh company is seeking a dynamic market research intern to join our team! 

as a key member of our marketing department, you will have the opportunity to hone your research and analytical skills while also contributing to our social media marketing efforts. this role offers a hands-on experience in understanding consumer behavior, identifying market trends, and shaping our marketing strategies.

key responsibilities include:
1. conducting market research to identify industry trends and consumer preferences
2. analyzing data to provide actionable insights for decision-making
3. assisting in developing and implementing social media marketing campaigns
4. monitoring and measuring the performance of social media campaigns
5. collaborating with cross-functional teams to support marketing initiatives
6. contributing to the development of market research reports and presentations
7. staying current on industry developments and best practices in research and analytics

if you are a proactive self-starter with a passion for market research and social media marketing, we want to hear from you! join us at munmun singh company and take your career to the next level. apply now!",Job offer upto ₹ 4.8LPA post internship,Internshala
analytics,business research,fin maverick,Gurgaon,"₹ 18,000 - 20,000 /month","₹ 18,000 - 20,000 /month","ms-excel, financial analysis, equity research, english proficiency (written), research and analytics, market research, data analysis","selected intern’s day-to-day responsibilities include:
1. conduct market and industry research to identify investment and business trends.
2. analyze financial data, prepare reports, and support research documentation.
3. assist senior analysts in data collection, valuation, and competitor analysis.
4. monitor market news, regulatory updates, and relevant sector developments.
5. work with internal teams to generate research-driven insights and recommendations.",Job offer upto ₹ 3LPA post internship,Internshala
analytics,market research,incio fintech private limited (bimakart),Mumbai,"₹ 10,000 - 12,000 /month",3 Months,"ms-powerpoint, data analytics, ms-excel, research and analytics, market research, effective communication","1. conduct market research on insurance products and trends.


2. analyse competitor products, pricing, and features.


3. assist with customer surveys and collect feedback.


4. prepare reports, excel sheets, and powerpoint presentations.


5. support the team in identifying new insurance product opportunities.",No PPO Mentioned,Internshala
analytics,market research,sar agrochemicals & fertilizers pvt.ltd,Pune,"₹ 5,000 - 10,000 /month",3 Months,"ms-office, ms-word, ms-powerpoint, english proficiency (written), research and analytics","collect data on consumers, competitors and market place and consolidate information into actionable items, reports and presentations
·        understand business objectives and design surveys to discover prospective customers’ preferences
·        compile and analyse statistical data using modern and traditional methods to collect it
·        perform valid and reliable market research swot analysis
·        interpret data, formulate reports and make recommendations
·        use online market research and catalogue findings to databases
·        provide competitive analysis on various companies’ market offerings, identify market trends, pricing/business models, sales and methods of operation
·        evaluate program methodology and key data to ensure that data on the releases are accurate and the angle of the release is correct
·        remain fully informed on market trends, other parties researches and implement best practices
requirements and skills
·        proven market research analysis experience
·        ability to interpret large amounts of data and to multi-task
·        strong communication and presentation skills
·        excellent knowledge of statistical packages (spss, sas or similar), databases and ms office
·        search engines, web analytics and business research tools acumen
·        familiarity with crm programs
·        adequate knowledge of data collection methods (polls, focus groups, surveys etc)
·        working knowledge of data warehousing, modelling and mining
·        strong analytical and critical thinking
·        bs degree in statistics, marketing or related field",No PPO Mentioned,Internshala
analytics,market research,superprocure,Work from home,"₹ 8,000 /month",6 Months,"ms-office, ms-excel, english proficiency (spoken), research and analytics","what you’ll be doing:
search companies using google and publicly available sources

collect and verify basic company information, including:
company name and website
industry / business category
revenue
profit / loss
the latest available financial year

use simple, publicly available sources such as:
company websites
public filings
credit rating agency
basic financial information portals
enter data into predefined google sheets formats

update existing company records when new information is available
ensure data is:
accurate
structured
consistently formatted

what you bring to the table:
comfortable using google search effectively
working knowledge of google sheets or excel
ability to follow detailed instructions repeatedly
basic understanding of:
revenue
profit / loss
high attention to detail and accuracy",No PPO Mentioned,Internshala
analytics,digital marketing,garuda3d,Hyderabad,"₹ 12,000 /month",6 Months,"digital marketing, google adwords, search engine optimization (seo), linkedin ads","key responsibilities
1. seo (search engine optimization)

perform keyword research (focus: 3d printing, food printing, chocolate printing, pellet printing)
optimize website pages (titles, meta tags, content, internal linking)
work on blog/content ideas to improve organic traffic
track rankings and suggest improvements

2. google ads (performance marketing)

assist in setting up and managing google ads campaigns
keyword selection, ad copy creation, and basic a/b testing
monitor performance (cpc, ctr, conversions)
optimize campaigns for better roi

3. social media marketing (smm)

create and schedule posts for:
linkedin (primary for b2b)
instagram (for food/chocolate printers)
assist in creating reels, posts, and basic creatives
track engagement and suggest improvements

4. content & lead support

help in creating:
case studies
simple marketing content
support lead capture (forms, landing pages, etc.)
coordinate with sales team for campaign feedback

5. analytics & reporting

track website traffic (google analytics)
monitor campaign performance
prepare simple weekly reports

6. image and video creation
generate attractive images for instagram
generate videos from photos and videos of the product",No PPO Mentioned,Internshala
analytics,market research,equity reach,Work from home,"₹ 1,500 - 2,000 /month",1 Month,"ms-office, ms-word, ms-powerpoint, ms-excel, english proficiency (spoken), english proficiency (written), research and analytics","1. design and review survey questionnaires to ensure clarity, relevance, and unbiased responses.
2. collect, organize, and validate questionnaire data from respondents through online and offline research methods.
3. conduct personality trait assessments using standardized questionnaires and analyze response patterns.
4. monitor survey completion rates and follow up with participants to improve response quality and accuracy.
5. perform preliminary data analysis to identify trends, consumer preferences, and behavioral insights.
6. prepare reports and presentations summarizing research findings, personality assessment results, and key recommendations.
7. collaborate with research teams to refine questionnaires, improve data collection processes, and support market research projects.",No PPO Mentioned,Internshala
analytics,performance marketing (meta ads),the hustle house,Indore,"₹ 9,000 - 14,500 /month",3 Months,"google adwords, facebook marketing, client interaction, copywriting, lead generation, client relationship, facebook ads","1. campaign architecture & execution: build, structure, and launch full-funnel meta ad campaigns from scratch (objective selection, ad set structuring, audience logic, and budget splits) across diverse industries like real estate, b2b saas, and high-ticket coaching.
2. performance diagnosis & optimisation: monitor key performance metrics daily (cpl, cpm, ctr, cvr), isolate anomalies, and proactively troubleshoot issues like creative fatigue, over-stacked targeting, or broken pixels.
3. conversion infrastructure & tech stack: implement and manage advanced tracking setups including meta pixel, conversion api (capi), offline conversion uploads, and lead-scoring feedback loops using automation tools like zapier or make.
4. direct-response copywriting: write high-converting ad copy, hooks, price anchors, and ctas designed to pre-qualify leads and filter out low-intent traffic before they click.
5. data analytics & reporting: maintain clean, client-ready weekly performance dashboards in google sheets that communicate clear, actionable insights without relying on vanity metrics.",No PPO Mentioned,Internshala
analytics,marketing & growth executive,the institute of certified public accountants,"Pune, Mumbai, Pimpri-Chinchwad","₹ 19,000 - 30,000 /month",6 Months,"google adwords, wix, canva, google workspace, facebook ads, marketing campaigns, instagram ads","role overview
this is a creative and strategic role that will drive student acquisition, brand visibility, and digital engagement for ictpi and icpa india. you will be responsible for running marketing campaigns, managing social media, creating compelling content, updating the websites, and building a pipeline of prospective students. you will also support the creation and uploading of learning and examination materials. the ideal candidate is a self-starter who can write, design, analyse, and execute — often on the same day.
 
quick facts
reporting to- ceo / director, ictpi
work mode- on site/office
working hours- monday to saturday | 10:00 am – 6:00 pm (flexiblity required in peaks)
preferred background- bba / mba (marketing) | mass comm | any graduate with strong digital marketing portfolio, knowledge of working in finance marketing is +

key responsibilities
1. digital marketing & student acquisition
•     plan and execute paid campaigns on google ads, meta (facebook/instagram), and linkedin targeting prospective students
•     monitor campaign performance daily — ctr, cpl, conversions — and optimise spend
•     manage organic social media presence: linkedin, instagram, facebook, youtube, whatsapp channels
•     build and manage email marketing campaigns for lead nurturing, batch announcements, and promotions
•     track student inquiry sources and maintain a lead pipeline in a crm or google sheet
•     run whatsapp broadcast campaigns for new course launches, exam results, and member events
2. website management (wix cms)
•     create and update product pages for new courses, programmes, and membership plans on www.ictpi.in and www.icpaindia.org
•     update homepage banners, announcements, event pages, and blog posts
•     ensure all course pages have accurate fee structures, eligibility criteria, and enrollment ctas
•     monitor website traffic via wix analytics / google analytics and report monthly
•     ensure seo best practices on all new pages — meta titles, descriptions, keyword placement
•     manage wix contact forms, live chat integrations, and inquiry routing
3. content creation — marketing
•     write engaging copy for social media posts, email campaigns, whatsapp messages, and course landing pages
•     design visually appealing creatives using canva — social posts, course brochures, banners, certificates
•     create short-form video reels / youtube shorts for course promotions and student testimonials
•     write press releases and outreach content for partnerships, government recognition, and media
•     create summary graphics, infographics, and visual aids for complex topics (gst slabs, tds rates, etc.) using canva
•     maintain a content asset library — all course materials, graphics, and videos organised by course and version
5. student engagement & community building
•     manage and grow the institute's whatsapp and telegram student community groups
•     post regular study tips, exam alerts, regulatory updates, and motivational content in student communities
•     collect and publish student testimonials, success stories, and placement outcomes
•     coordinate and promote webinars, guest sessions, and live doubt-clearing classes
•     run referral campaigns and alumni engagement initiatives
6. analytics & reporting
•     prepare a weekly marketing performance report covering leads generated, campaign spend, website visits, and conversions
•     track and report cost-per-enrolment for each campaign and channel
•     benchmark against prior months and identify trends in student acquisition
•     provide actionable insights and recommendations to the director on marketing strategy

skills and competencies required
essential
•     proficiency in canva for graphic design (social posts, banners, brochures, certificates)
•     hands-on experience running meta ads (facebook/instagram) and/or google ads campaigns
•     comfortable with wix cms for website content updates (no coding required)
•     strong written english — ability to write clear, persuasive, professional copy
•     proficiency in google workspace (docs, sheets, slides, forms)
•     ability to manage multiple campaigns and deadlines simultaneously without dropping quality
•     basic video editing for reels and short clips (capcut, inshot, or similar)
preferred / bonus
•     knowledge of accounting, gst, or taxation — enables authentic content creation for the target audience
•     experience with email marketing platforms (mailchimp, brevo/ sendinblue etc)
•     seo basics — keyword research, on-page optimisation, meta tag management
•     familiarity with whatsapp business api or bulk messaging platforms
•     prior experience marketing an ed-tech product, coaching institute, or professional certification programme
•     understanding of wix automations and crm-style lead tracking",No PPO Mentioned,Internshala
analytics,market research,certiwisehub,Work from home,"₹ 1,200 - 1,500 /month",1 Month,"ms-office, ms-word, ms-excel","1. enter survey responses accurately in the nielsen platform
2. verify completeness and correctness of respondent data
3. follow predefined questionnaires without deviation
4. maintain confidentiality of individual personality data
5. report errors or system issues to the supervisor",No PPO Mentioned,Internshala
analytics,digital marketing,myraid,Bangalore,"₹ 10,000 - 15,000 /month",6 Months,"social media marketing, digital marketing, google adwords, search engine optimization (seo), ms-excel, facebook ads, effective communication","key responsibilities performance marketing 
• assist in planning, launching, and optimizing campaigns on meta ads (facebook & instagram) and google ads. 
• support audience research, campaign setup, and ad performance monitoring. • help conduct a/b testing for ad creatives, landing pages, and campaign messaging. • track campaign performance metrics such as ctr, cpc, cpl, roas, and conversion rate. 
growth & marketing analytics 
• monitor daily marketing performance and lead generation metrics. 
• prepare weekly and monthly marketing reports and dashboards.
• analyze customer journeys and identify drop-off points in the marketing funnel. 
• support growth experiments and provide recommendations based on data insights. 
content creation & social media 
• create and schedule social media content for instagram, facebook, linkedin, and other platforms. 
• assist in developing ad copies, captions, blogs, reels, and short-form video content. 
• coordinate with design teams to create engaging marketing creatives. 
• maintain content calendars and ensure timely campaign execution. 
marketing automation & systems 
• support implementation of tracking tools such as google analytics, meta pixel, and google tag manager. 
• help maintain marketing databases and crm records. 
• document successful campaigns, learnings, and marketing processes.",No PPO Mentioned,Internshala
analytics,business research,tms foundation (bharatyuva.org),Hyderabad,Unpaid,6 Months,"ms-office, ms-word, analytical thinking, ms-excel, problem solving, human resources, english proficiency (spoken)","1. conduct research on industries, markets, competitors, and business trends.
2. collect and analyze data to generate actionable insights.
3. prepare research reports, presentations, and documentation.
4. support market analysis and business intelligence projects.
5. collaborate with teams to validate findings and support initiatives.",No PPO Mentioned,Internshala
analytics,market research,unessa foundation,Work from home,Unpaid,1 Month,research and analytics,"are you passionate about research and analytics? join us at unessa foundation as a market research intern and help make a difference in the world! as part of our team, you will have the opportunity to gain hands-on experience in conducting market research, analyzing data, and providing valuable insights to drive strategic decision-making. 

1. conduct market research to identify trends, opportunities, and challenges in the nonprofit sector.
2. analyze data to create comprehensive reports and presentations for internal and external stakeholders.
3. assist in developing surveys, questionnaires, and other research tools to gather relevant information.
4. collaborate with cross-functional teams to integrate research findings into strategic planning and implementation.
5. stay up-to-date on industry best practices and emerging trends in market research and analytics.
6. participate in meetings, brainstorming sessions, and workshops to contribute innovative ideas and solutions.
7. support the marketing team in developing targeted campaigns and strategies based on research insights.

if you are a detail-oriented, analytical thinker with a passion for making a positive impact, we want to hear from you! apply now and be part of our mission to create meaningful change through data-driven decision-making.",No PPO Mentioned,Internshala
